ID,Name,Price,"Quantity on Hand"
1881,"Crimson Crib",$289,218
1882,"Cyan Loveseat",$669.99,243
1883,"Dark blue-gray Crib",$289,137
1884,"Medium turquoise Plant Stand",$42.99,70
1885,"Tuscan tan Sofa",$1249.99,120
1886,"Rose red Headboard",$222.99,131
1887,"Paris Green Daybed",$711.99,134
1888,"Golden brown Stool",$54.99,78
1889,"Purple Chaise Lounge",$235.99,243
1890,"Wild watermelon Sectional","$1,039.99",240
1891,"Yellow Orange Sectional","$1,039.99",150
1892,"Granite gray Headboard",$222.99,184
1893,"Sunray gold Storage Bench",$194.99,147
1894,"Carmine Nightstand",$81.99,141
1895,"Trypan Blue Nightstand",$81.99,140
1896,"Polished Pine Sofa",$1249.99,177
1897,"Spanish gray Bench",$114.99,120
1898,"Brink pink Loveseat",$669.99,109
1899,"Sunset Dresser",$599.99,126
1900,"Gold Fusion Futon",$419.99,151
1901,"Sacramento State green Crib",$289,170
1902,"Canary yellow Stool",$54.99,189
1903,"Chestnut Daybed",$711.99,35
1904,"Copper rose Wardrobe",$719.99,229
1905,"Selective yellow Crib",$289,91
1906,"Pink Sherbet Futon",$419.99,166
1907,"Platinum Chaise Lounge",$235.99,69
1908,"Telemagenta Loveseat",$669.99,106
1909,"Magic mint Sleeper Sofa","$1,279.99",121
1910,"Telemagenta Chaise Lounge",$235.99,106
1911,"Antique bronze Nightstand",$81.99,177
1912,"Quinacridone magenta Bench",$114.99,79
1913,"Alabaster Bed",$389.99,191
1914,"Winter Sky Loveseat",$669.99,158
1915,"Yellow Sunshine Ottoman",$92.99,110
1916,"Dark slate gray Crib",$289,81
1917,"Maximum green Bench",$114.99,208
1918,"Raspberry rose Stool",$54.99,61
1919,"Deep taupe Headboard",$222.99,144
1920,"Neon fuchsia Dining Table",$800,90
1921,"Lemon yellow End Table",$99.99,217
1922,"Castleton green Bench",$114.99,193
1923,"Olive Drab Ottoman",$92.99,69
1924,"Cornsilk Sleeper Sofa","$1,279.99",79
1925,"Blue bell Chaise Lounge",$235.99,98
1926,"Upsdell red Coffee Table",$222.95,248
1927,"Medium champagne Stool",$54.99,200
1928,"Dutch white Wardrobe",$719.99,110
1929,"Spanish carmine Wardrobe",$719.99,96
1930,"Spanish carmine Loveseat",$669.99,181
1931,"Space cadet blue Chaise Lounge",$235.99,236
1932,"Sap green Stool",$54.99,132
1933,"Light coral Loveseat",$669.99,168
1934,"Paris Green Plant Stand",$42.99,86
1935,"Midnight green Loveseat",$669.99,39
1936,"Red-orange Sectional","$1,039.99",80
1937,"Jet End Table",$99.99,175
1938,"Deep champagne Sofa",$1249.99,111
1939,"Fiery rose Stool",$54.99,139
1940,"Bittersweet shimmer Dining Table",$800,141
1941,"Jet Coffee Table",$222.95,47
1942,"Lavender gray Reclining Sofa","$1,119.99",50
1943,"Ultramarine Nightstand",$81.99,160
1944,"Terra cotta Loveseat",$669.99,117
1945,"Caribbean green Crib",$289,88
1946,"Han purple Dining Table",$800,132
1947,"Cardinal Bed",$389.99,245
1948,"Barn red Headboard",$222.99,123
1949,"Fuchsia Plant Stand",$42.99,246
1950,"Baby blue Wardrobe",$719.99,92
1951,"Venetian red Bench",$114.99,66
1952,"Teal blue Plant Stand",$42.99,111
1953,"French sky blue Futon",$419.99,129
1954,"Stil de grain yellow Wardrobe",$719.99,190
1955,"Blast-off bronze Reclining Sofa","$1,119.99",48
1956,"Phthalo green Reclining Loveseat","$1,023.99",71
1957,"Rocket metallic Sectional","$1,039.99",220
1958,"Green-cyan Sectional","$1,039.99",31
1959,"Deep chestnut Sleeper Sofa","$1,279.99",52
1960,"Vivid tangerine Loveseat",$669.99,154
1961,"Antique ruby Storage Bench",$194.99,121
1962,"Dark magenta Chaise Lounge",$235.99,167
1963,"Davy's grey Dining Chair",$89.99,146
1964,"Medium champagne Dining Chair",$89.99,107
1965,"OU Crimson red Dresser",$599.99,113
1966,"Strawberry Blonde Sectional","$1,039.99",110
1967,"Purple Dresser",$599.99,128
1968,"Shadow grey Crib",$289,134
1969,"Acid green Loveseat",$669.99,244
1970,"Silver chalice Bench",$114.99,119
1971,"Opera mauve Ottoman",$92.99,219
1972,"Medium carmine Sofa",$1249.99,153
1973,"Wintergreen Dream Sleeper Sofa","$1,279.99",171
1974,"Cadmium red Plant Stand",$42.99,218
1975,"Black bean Futon",$419.99,240
1976,"Dutch white Futon",$419.99,43
1977,"Black coral Reclining Sofa","$1,119.99",200
1978,"Pictorial carmine Coffee Table",$222.95,187
1979,"Wintergreen Dream Coffee Table",$222.95,100
1980,"Yellow Bench",$114.99,224
1981,"Old lace Ottoman",$92.99,157
1982,"Mulberry Dresser",$599.99,67
1983,"Plump Purple Bench",$114.99,196
1984,"Japanese carmine Bed",$389.99,89
1985,"Baby powder blue Crib",$289,67
1986,"Paris Green Reclining Loveseat","$1,023.99",75
1987,"Coyote brown Sectional","$1,039.99",54
1988,"Wine dregs maroon End Table",$99.99,86
1989,"Tawny Daybed",$711.99,46
1990,"Beau blue Chaise Lounge",$235.99,37
1991,"Dark violet Nightstand",$81.99,62
1992,"English vermillion Ottoman",$92.99,38
1993,"Light sea green End Table",$99.99,87
1994,"Coral Dining Chair",$89.99,230
1995,"Burlywood Sofa",$1249.99,45
1996,"Cornell red Coffee Table",$222.95,25
1997,"Japanese violet Sofa",$1249.99,145
1998,"Pear Sleeper Sofa","$1,279.99",33
1999,"Electric purple Dresser",$599.99,150
2000,"Light French beige Wardrobe",$719.99,96
2001,"Amaranth red Futon",$419.99,97
2002,"Magenta Bench",$114.99,210
2003,"Café noir Dining Chair",$89.99,211
2004,"Spanish viridian Futon",$419.99,222
2005,"Timberwolf grey Sectional","$1,039.99",235
2006,"Bitter lemon Daybed",$711.99,240
2007,"May green Dining Chair",$89.99,65
2008,"Wine dregs maroon Sofa",$1249.99,238
2009,"Pale pink Sleeper Sofa","$1,279.99",155
2010,"Winter Sky Dresser",$599.99,148
2011,"Persian red Reclining Sofa","$1,119.99",85
2012,"MSU green Storage Bench",$194.99,228
2013,"Green Sheen Sectional","$1,039.99",239
2014,"Black coral Futon",$419.99,231
2015,"Blanched almond Bench",$114.99,112
2016,"Burlywood Daybed",$711.99,72
2017,"Green Bench",$114.99,65
2018,"Cadet grey Coffee Table",$222.95,53
2019,"Sand Futon",$419.99,106
2020,"Honolulu blue Sleeper Sofa","$1,279.99",243
2021,"Amazon green Sleeper Sofa","$1,279.99",69
2022,"Plum Reclining Loveseat","$1,023.99",174
2023,"Fuchsia Coffee Table",$222.95,100
2024,"Cadmium red Dining Chair",$89.99,60
2025,"Lion gold Wardrobe",$719.99,117
2026,"Royal blue Dining Table",$800,109
2027,"Denim blue Headboard",$222.99,189
2028,"Raw sienna Ottoman",$92.99,196
2029,"Lime green Headboard",$222.99,107
2030,"Marigold Dining Chair",$89.99,239
2031,"May green Wardrobe",$719.99,77
2032,"Hunter green Dining Chair",$89.99,161
2033,"Oxford blue Wardrobe",$719.99,249
2034,"Persian red Loveseat",$669.99,152
2035,"Lawn green Sofa",$1249.99,103
2036,"Cornell red Chaise Lounge",$235.99,170
2037,"Green Headboard",$222.99,236
2038,"Orange soda Futon",$419.99,138
2039,"Russian violet Wardrobe",$719.99,195
2040,"Amaranth pink Ottoman",$92.99,188
2041,"Beige Headboard",$222.99,142
2042,"Light blue Sleeper Sofa","$1,279.99",210
2043,"Vanilla Reclining Loveseat","$1,023.99",52
2044,"Light French beige Chaise Lounge",$235.99,193
2045,"Medium slate blue End Table",$99.99,48
2046,"Blood red Dining Chair",$89.99,167
2047,"Deep taupe Nightstand",$81.99,131
2048,"Electric blue Headboard",$222.99,235
2049,"Rose Sectional","$1,039.99",131
2050,"Russet brown Bed",$389.99,192
2051,"Lavender blush Dining Chair",$89.99,71
2052,"Dark lava Sectional","$1,039.99",132
2053,"Rose Dust Plant Stand",$42.99,216
2054,"Dark violet Loveseat",$669.99,57
2055,"Olivine Stool",$54.99,128
2056,"Cambridge blue Headboard",$222.99,161
2057,"Wild watermelon End Table",$99.99,217
2058,"Light goldenrod yellow Storage Bench",$194.99,54
2059,"Bleu de France Crib",$289,62
2060,"Coffee Stool",$54.99,105
2061,"Deep cerise End Table",$99.99,31
2062,"Cyan Dresser",$599.99,140
2063,"Chrome yellow Dresser",$599.99,193
2064,"Persian blue Sectional","$1,039.99",175
2065,"Medium candy apple red Ottoman",$92.99,200
2066,"Eggshell Dining Table",$800,82
2067,"Brandy Ottoman",$92.99,103
2068,"Sky magenta Bench",$114.99,148
2069,"Bitter lemon End Table",$99.99,216
2070,"Dark slate gray Reclining Loveseat","$1,023.99",96
2071,"Syracuse Orange Plant Stand",$42.99,29
2072,"Denim blue Wardrobe",$719.99,164
2073,"Alloy orange Plant Stand",$42.99,67
2074,"Silver Headboard",$222.99,231
2075,"Copper rose Ottoman",$92.99,195
2076,"French sky blue Sectional","$1,039.99",178
2077,"Psychedelic purple Loveseat",$669.99,59
2078,"Canary yellow Headboard",$222.99,245
2079,"Rose Pompadour End Table",$99.99,54
2080,"Taupe gray Dining Table",$800,178
2081,"Salmon Coffee Table",$222.95,199
2082,"Pearly purple Sofa",$1249.99,35
2083,"Purple navy Storage Bench",$194.99,197
2084,"Mauve taupe Bed",$389.99,217
2085,"Old mauve Coffee Table",$222.95,216
2086,"Dark green Crib",$289,197
2087,"Earth yellow Nightstand",$81.99,100
2088,"Rubine red Sleeper Sofa","$1,279.99",125
2089,"Pistachio Nightstand",$81.99,215
2090,"Roman silver End Table",$99.99,46
2091,"English green Bench",$114.99,238
2092,"Cadmium orange Bed",$389.99,211
2093,"Hot magenta Sofa",$1249.99,232
2094,"Spring bud Futon",$419.99,46
2095,"Key lime Storage Bench",$194.99,154
2096,"Platinum Bench",$114.99,67
2097,"African violet Ottoman",$92.99,220
2098,"Bright maroon Reclining Loveseat","$1,023.99",201
2099,"Cadet blue Ottoman",$92.99,233
2100,"Ruby Reclining Sofa","$1,119.99",85
2101,"Sky magenta Crib",$289,221
2102,"Pine green Nightstand",$81.99,155
2103,"Taupe Reclining Loveseat","$1,023.99",228
2104,"Macaroni and Cheese Sofa",$1249.99,100
2105,"Piggy pink Dining Chair",$89.99,238
2106,"Taupe Reclining Sofa","$1,119.99",247
2107,"Cobalt blue Dresser",$599.99,113
2108,"Dark chocolate Sectional","$1,039.99",185
2109,"Sunray gold Nightstand",$81.99,44
2110,"OU Crimson red Crib",$289,230
2111,"Rose red Reclining Sofa","$1,119.99",156
2112,"USAFA blue Dining Table",$800,145
2113,"Spanish blue Sofa",$1249.99,188
2114,"Blizzard blue Nightstand",$81.99,134
2115,"Metallic Sunburst Bench",$114.99,45
2116,"Blond Sleeper Sofa","$1,279.99",104
2117,"Non-photo blue Dresser",$599.99,39
2118,"Tango pink Plant Stand",$42.99,132
2119,"Desert Nightstand",$81.99,85
2120,"Sienna Dining Table",$800,95
2121,"Light green Reclining Sofa","$1,119.99",204
2122,"Medium sea green Ottoman",$92.99,240
2123,"Cadmium green Reclining Sofa","$1,119.99",131
2124,"Spanish orange Nightstand",$81.99,194
2125,"Royal yellow Sofa",$1249.99,91
2126,"Celtic blue Plant Stand",$42.99,142
2127,"Amaranth pink Dresser",$599.99,131
2128,"Livid blue Dining Chair",$89.99,59
2129,"Silver sand Dining Chair",$89.99,221
2130,"Sand dune Loveseat",$669.99,200
2131,"Wine dregs maroon Nightstand",$81.99,114
2132,"Denim Wardrobe",$719.99,180
2133,"Brandy Headboard",$222.99,90
2134,"Mint Coffee Table",$222.95,205
2135,"Honeydew Dresser",$599.99,194
2136,"Cadmium green Nightstand",$81.99,119
2137,"Maximum green yellow Storage Bench",$194.99,192
2138,"Spanish orange Dresser",$599.99,87
2139,"Lime Daybed",$711.99,123
2140,"Deep champagne Bed",$389.99,34
2141,"Neon fuchsia Reclining Loveseat","$1,023.99",183
2142,"Orange soda Coffee Table",$222.95,55
2143,"French bistre Storage Bench",$194.99,76
2144,"Spanish blue Reclining Loveseat","$1,023.99",220
2145,"Army green Reclining Loveseat","$1,023.99",56
2146,"Mauve Nightstand",$81.99,167
2147,"Slate gray Plant Stand",$42.99,157
2148,"Electric violet Dresser",$599.99,79
2149,"Unbleached silk Coffee Table",$222.95,158
2150,"Stil de grain yellow Daybed",$711.99,228
2151,"Kombu green Chaise Lounge",$235.99,93
2152,"Powder blue Crib",$289,165
2153,"Green-blue Daybed",$711.99,198
2154,"Mauvelous Coffee Table",$222.95,228
2155,"Bronze Dining Chair",$89.99,205
2156,"Medium turquoise Storage Bench",$194.99,192
2157,"Seashell Crib",$289,101
2158,"Raw umber End Table",$99.99,92
2159,"Minion yellow Storage Bench",$194.99,131
2160,"Violet-blue Sleeper Sofa","$1,279.99",75
2161,"Space cadet blue Headboard",$222.99,65
2162,"Carmine Plant Stand",$42.99,207
2163,"Quick Silver Chaise Lounge",$235.99,215
2164,"Dark slate gray Ottoman",$92.99,65
2165,"Snow white Storage Bench",$194.99,51
2166,"Quinacridone magenta Coffee Table",$222.95,190
2167,"Vermilion Bed",$389.99,92
2168,"Electric indigo Futon",$419.99,72
2169,"Rose vale Loveseat",$669.99,29
2170,"Old lace Bench",$114.99,118
2171,"Mexican pink Ottoman",$92.99,208
2172,"Cardinal Coffee Table",$222.95,62
2173,"Congo pink Bed",$389.99,209
2174,"Salmon Dining Chair",$89.99,219
2175,"China rose Sectional","$1,039.99",207
2176,"Cosmic latte Sectional","$1,039.99",225
2177,"Tuscan brown Coffee Table",$222.95,200
2178,"Persian indigo Sectional","$1,039.99",106
2179,"Minion yellow Dining Chair",$89.99,178
2180,"Khaki Coffee Table",$222.95,42
2181,"Light cyan Coffee Table",$222.95,112
2182,"Van Dyke brown Futon",$419.99,86
2183,"Mystic maroon Loveseat",$669.99,142
2184,"Citrine Storage Bench",$194.99,82
2185,"Naples yellow Reclining Loveseat","$1,023.99",39
2186,"Paris Green Sectional","$1,039.99",202
2187,"Gold Nightstand",$81.99,197
2188,"Syracuse Orange Sectional","$1,039.99",235
2189,"Bronze Dining Chair",$89.99,125
2190,"Ivory Sleeper Sofa","$1,279.99",240
2191,"Sheen green Plant Stand",$42.99,209
2192,"Celtic blue Wardrobe",$719.99,238
2193,"Umber Headboard",$222.99,117
2194,"Spanish viridian Wardrobe",$719.99,38
2195,"Maximum red Dining Chair",$89.99,151
2196,"Orchid Bench",$114.99,168
2197,"Red Reclining Sofa","$1,119.99",149
2198,"Mint green Stool",$54.99,213
2199,"Old mauve Dining Chair",$89.99,66
2200,"Han purple Sofa",$1249.99,180
2201,"Cornell red Dresser",$599.99,200
2202,"Turquoise Futon",$419.99,155
2203,"Mango Sofa",$1249.99,224
2204,"Cool grey Plant Stand",$42.99,159
2205,"Cinnabar Wardrobe",$719.99,230
2206,"Copper Bench",$114.99,185
2207,"Spanish orange Reclining Loveseat","$1,023.99",77
2208,"Artichoke Storage Bench",$194.99,224
2209,"Espresso Storage Bench",$194.99,25
2210,"Slate gray Loveseat",$669.99,85
2211,"Heliotrope Coffee Table",$222.95,178
2212,"Windsor tan Sleeper Sofa","$1,279.99",244
2213,"Sapphire Dining Chair",$89.99,90
2214,"Roman silver Headboard",$222.99,88
2215,"Rusty red Nightstand",$81.99,232
2216,"Spring bud Reclining Loveseat","$1,023.99",43
2217,"Solid pink Dining Table",$800,70
2218,"Maya blue Crib",$289,158
2219,"Olive Drab Plant Stand",$42.99,109
2220,"Maximum red Coffee Table",$222.95,31
2221,"Electric indigo Coffee Table",$222.95,69
2222,"Desert sand Nightstand",$81.99,187
2223,"Sienna Crib",$289,63
2224,"YInMn Blue Sleeper Sofa","$1,279.99",193
2225,"Mauve Storage Bench",$194.99,77
2226,"Fuchsia Storage Bench",$194.99,177
2227,"Tart Orange Plant Stand",$42.99,117
2228,"Fuchsia End Table",$99.99,228
2229,"Phthalo blue Sleeper Sofa","$1,279.99",109
2230,"Violet Coffee Table",$222.95,95
2231,"Dark olive green Reclining Loveseat","$1,023.99",71
2232,"Blue bell Stool",$54.99,56
2233,"Sunray gold Crib",$289,43
2234,"Taupe gray Dining Table",$800,44
2235,"Russian violet Storage Bench",$194.99,208
2236,"Sandy brown Bench",$114.99,172
2237,"Harvard Crimson Coffee Table",$222.95,209
2238,"Orchid Wardrobe",$719.99,162
2239,"Lemon curry Plant Stand",$42.99,207
2240,"Turquoise Dresser",$599.99,73
2241,"Hunter green Daybed",$711.99,96
2242,"Cornsilk Dresser",$599.99,221
2243,"Desert sand Sleeper Sofa","$1,279.99",206
2244,"India green Futon",$419.99,132
2245,"Cambridge blue Loveseat",$669.99,226
2246,"Pansy purple Daybed",$711.99,59
2247,"Process yellow Daybed",$711.99,250
2248,"Pansy purple Ottoman",$92.99,43
2249,"Heliotrope Reclining Loveseat","$1,023.99",215
2250,"Emerald Crib",$289,230
2251,"Seal brown Dresser",$599.99,26
2252,"Lemon meringue Daybed",$711.99,194
2253,"Salmon pink Stool",$54.99,229
2254,"Rose bonbon Futon",$419.99,197
2255,"Medium purple Sleeper Sofa","$1,279.99",228
2256,"Tart Orange Nightstand",$81.99,149
2257,"Caribbean green Sofa",$1249.99,240
2258,"Cornflower blue End Table",$99.99,72
2259,"Seashell Headboard",$222.99,103
2260,"Metallic gold Futon",$419.99,130
2261,"Pale cerulean Futon",$419.99,172
2262,"Medium candy apple red Crib",$289,201
2263,"Desert Dining Chair",$89.99,178
2264,"Duke blue Sectional","$1,039.99",163
2265,"Jasmine Headboard",$222.99,185
2266,"Cardinal Bed",$389.99,126
2267,"Army green Bench",$114.99,249
2268,"Middle grey Nightstand",$81.99,193
2269,"Liseran purple Daybed",$711.99,121
2270,"Pullman Brown Dining Chair",$89.99,62
2271,"Wild orchid Headboard",$222.99,119
2272,"Copper rose Dresser",$599.99,65
2273,"Vivid tangerine End Table",$99.99,228
2274,"Rose taupe Dining Table",$800,75
2275,"Wheat gold Sectional","$1,039.99",80
2276,"Viridian green Wardrobe",$719.99,110
2277,"Mahogany Storage Bench",$194.99,163
2278,"Straw Coffee Table",$222.95,79
2279,"Rust Wardrobe",$719.99,174
2280,"Antique white Headboard",$222.99,225
2281,"Purple Dining Table",$800,211
2282,"Blue-gray Wardrobe",$719.99,83
2283,"Raspberry rose Headboard",$222.99,203
2284,"Cotton candy Ottoman",$92.99,159
2285,"Olivine Dining Chair",$89.99,228
2286,"Deep jungle green Stool",$54.99,37
2287,"Tangerine Reclining Loveseat","$1,023.99",245
2288,"Little boy blue Bench",$114.99,181
2289,"Illuminating emerald Storage Bench",$194.99,72
2290,"Dartmouth green Headboard",$222.99,128
2291,"Dark orchid Storage Bench",$194.99,240
2292,"Tangerine Dresser",$599.99,238
2293,"Linen Headboard",$222.99,110
2294,"Medium violet-red Sofa",$1249.99,51
2295,"Antique brass Daybed",$711.99,122
2296,"Frostbite pink Storage Bench",$194.99,131
2297,"Opera mauve Sofa",$1249.99,87
2298,"Spanish carmine Reclining Sofa","$1,119.99",231
2299,"International Klein Blue Daybed",$711.99,37
2300,"French raspberry Bench",$114.99,38
2301,"Spanish gray Sofa",$1249.99,91
2302,"Wild Strawberry Dining Table",$800,168
2303,"Apricot Storage Bench",$194.99,168
2304,"Blood red Futon",$419.99,218
2305,"Davy's grey End Table",$99.99,239
2306,"Chartreuse Bed",$389.99,43
2307,"Yellow Futon",$419.99,62
2308,"Picotee blue Dresser",$599.99,244
2309,"Light goldenrod yellow Sectional","$1,039.99",96
2310,"Eggshell Reclining Sofa","$1,119.99",99
2311,"Canary Daybed",$711.99,109
2312,"Congo pink Ottoman",$92.99,76
2313,"Paris Green Plant Stand",$42.99,151
2314,"Pink flamingo Storage Bench",$194.99,93
2315,"Cornflower blue Reclining Sofa","$1,119.99",224
2316,"Violet-red Stool",$54.99,184
2317,"Cerulean Daybed",$711.99,118
2318,"Sky magenta Crib",$289,99
2319,"Black coffee Headboard",$222.99,206
2320,"Rusty red Headboard",$222.99,203
2321,"Blue sapphire Dining Chair",$89.99,49
2322,"Magic mint End Table",$99.99,76
2323,"Desert Storage Bench",$194.99,202
2324,"Dim gray Daybed",$711.99,248
2325,"Medium spring green Ottoman",$92.99,63
2326,"Gray Futon",$419.99,133
2327,"Liseran purple Headboard",$222.99,208
2328,"Drab Reclining Sofa","$1,119.99",47
2329,"Golden yellow End Table",$99.99,75
2330,"Eggplant Wardrobe",$719.99,108
2331,"Sky blue Sectional","$1,039.99",182
2332,"Process yellow Wardrobe",$719.99,172
2333,"True Blue Bench",$114.99,82
2334,"Sepia Coffee Table",$222.95,195
2335,"Macaroni and Cheese Dining Chair",$89.99,222
2336,"Cadet grey Ottoman",$92.99,118
2337,"Outrageous Orange Headboard",$222.99,137
2338,"Seashell Sofa",$1249.99,39
2339,"Eton blue Bench",$114.99,68
2340,"Navajo white Headboard",$222.99,159
2341,"Mango Tango Headboard",$222.99,195
2342,"Alabaster Nightstand",$81.99,177
2343,"Dark spring green Chaise Lounge",$235.99,164
2344,"English green Reclining Loveseat","$1,023.99",139
2345,"Sweet Brown Plant Stand",$42.99,234
2346,"Burnt umber Bench",$114.99,160
2347,"Jade Wardrobe",$719.99,151
2348,"Thistle grey Headboard",$222.99,207
2349,"Pale purple Storage Bench",$194.99,132
2350,"Steel Teal Dresser",$599.99,82
2351,"Sea green Nightstand",$81.99,74
2352,"Mauve Sleeper Sofa","$1,279.99",93
2353,"Japanese violet Storage Bench",$194.99,61
2354,"Orange soda Plant Stand",$42.99,41
2355,"Almond Stool",$54.99,208
2356,"Satin sheen gold Sectional","$1,039.99",173
2357,"French sky blue Plant Stand",$42.99,78
2358,"Light goldenrod yellow Reclining Sofa","$1,119.99",80
2359,"Wintergreen Dream Stool",$54.99,187
2360,"Candy pink Reclining Sofa","$1,119.99",161
2361,"English vermillion Sofa",$1249.99,228
2362,"Harvard Crimson Futon",$419.99,68
2363,"Copper red Dining Chair",$89.99,51
2364,"Blanched almond Dresser",$599.99,74
2365,"Sunray gold Dining Table",$800,173
2366,"Spring Frost Sleeper Sofa","$1,279.99",175
2367,"Brown Daybed",$711.99,105
2368,"Turquoise Crib",$289,244
2369,"Dark slate gray Wardrobe",$719.99,40
2370,"Cornflower blue Crib",$289,230
2371,"Maximum red Wardrobe",$719.99,178
2372,"Medium champagne Wardrobe",$719.99,189
2373,"Flax Dining Chair",$89.99,199
2374,"Medium sea green Dresser",$599.99,181
2375,"Razzle dazzle rose Reclining Sofa","$1,119.99",202
2376,"Antique ruby Wardrobe",$719.99,78
2377,"Green Lizard End Table",$99.99,249
2378,"Silver Storage Bench",$194.99,248
2379,"Tickle Me Pink Coffee Table",$222.95,147
2380,"Steel blue Crib",$289,175
2381,"Magnolia Crib",$289,178
2382,"Pale cerulean Dining Chair",$89.99,159
2383,"Desert sand Chaise Lounge",$235.99,223
2384,"Maize Bench",$114.99,239
2385,"Olive Drab Daybed",$711.99,66
2386,"Sea green Bed",$389.99,78
2387,"Midnight green Bed",$389.99,63
2388,"Rose taupe Crib",$289,124
2389,"Carnation pink Dresser",$599.99,136
2390,"Nickel Stool",$54.99,214
2391,"Cosmic cobalt Crib",$289,131
2392,"Flame Dining Chair",$89.99,162
2393,"India green Dining Table",$800,173
2394,"Han purple Dining Table",$800,234
2395,"Blue bell Futon",$419.99,181
2396,"Rose red Dining Chair",$89.99,173
2397,"Dark goldenrod Reclining Loveseat","$1,023.99",230
2398,"Medium turquoise Crib",$289,37
2399,"Lilac Futon",$419.99,243
2400,"Azure Plant Stand",$42.99,159
2401,"Bud green Sofa",$1249.99,163
2402,"Bright yellow Ottoman",$92.99,244
2403,"Pale Dogwood Wardrobe",$719.99,86
2404,"Process yellow Stool",$54.99,132
2405,"Non-photo blue Dresser",$599.99,27
2406,"Wood brown Sleeper Sofa","$1,279.99",75
2407,"Amber Reclining Loveseat","$1,023.99",53
2408,"Illuminating emerald Dresser",$599.99,204
2409,"Deep Space Sparkle Bench",$114.99,191
2410,"University of Pennsylvania red Sleeper Sofa","$1,279.99",149
2411,"Nickel Plant Stand",$42.99,126
2412,"Ash gray Loveseat",$669.99,67
2413,"Android green Sleeper Sofa","$1,279.99",65
2414,"Indian yellow Nightstand",$81.99,31
2415,"Copper rose End Table",$99.99,224
2416,"Air superiority blue Stool",$54.99,95
2417,"Lion gold Dining Table",$800,199
2418,"Maximum blue purple Crib",$289,213
2419,"Pink Sherbet Dining Table",$800,40
2420,"May green Dining Chair",$89.99,143
2421,"Pale silver Coffee Table",$222.95,95
2422,"Fern green Plant Stand",$42.99,131
2423,"Orange Nightstand",$81.99,146
2424,"Columbia Blue Headboard",$222.99,91
2425,"Shocking pink Reclining Sofa","$1,119.99",243
2426,"Citron Loveseat",$669.99,202
2427,"Bitter lime Plant Stand",$42.99,247
2428,"Alloy orange Dining Table",$800,185
2429,"India green Reclining Sofa","$1,119.99",127
2430,"Jazzberry jam Plant Stand",$42.99,152
2431,"Tomato red Stool",$54.99,97
2432,"Green Reclining Sofa","$1,119.99",172
2433,"Puce Reclining Loveseat","$1,023.99",55
2434,"Maximum yellow Sleeper Sofa","$1,279.99",93
2435,"Cerulean Crib",$289,199
2436,"Tea green Loveseat",$669.99,81
2437,"Beau blue Reclining Sofa","$1,119.99",38
2438,"Steel blue Futon",$419.99,181
2439,"Bright lilac Plant Stand",$42.99,31
2440,"Alice blue Dining Chair",$89.99,61
2441,"Metallic Sunburst Reclining Sofa","$1,119.99",140
2442,"Burlywood Chaise Lounge",$235.99,101
2443,"Green Sheen Dresser",$599.99,66
2444,"Columbia Blue Daybed",$711.99,28
2445,"Pastel pink Dining Chair",$89.99,101
2446,"Golden yellow Loveseat",$669.99,36
2447,"Morning blue Storage Bench",$194.99,64
2448,"Vanilla Daybed",$711.99,147
2449,"Columbia Blue Wardrobe",$719.99,223
2450,"Persian orange Wardrobe",$719.99,184
2451,"Lavender Coffee Table",$222.95,61
2452,"Navajo white Loveseat",$669.99,187
2453,"Rose madder Chaise Lounge",$235.99,85
2454,"Deep sky blue Daybed",$711.99,121
2455,"Rebecca Purple Reclining Sofa","$1,119.99",148
2456,"Fire engine red Sectional","$1,039.99",97
2457,"Persian pink Storage Bench",$194.99,31
2458,"Lavender gray Coffee Table",$222.95,222
2459,"Slimy green Dining Chair",$89.99,236
2460,"Royal purple Stool",$54.99,82
2461,"Rufous Ottoman",$92.99,224
2462,"Bistre brown Storage Bench",$194.99,88
2463,"Misty rose Daybed",$711.99,33
2464,"Harvard Crimson Loveseat",$669.99,82
2465,"Blond Crib",$289,167
2466,"Safety yellow Sleeper Sofa","$1,279.99",63
2467,"Maximum green yellow Ottoman",$92.99,157
2468,"Dark jungle green Sofa",$1249.99,33
2469,"MSU green Bench",$114.99,124
2470,"Rust Nightstand",$81.99,240
2471,"Illuminating emerald Dresser",$599.99,90
2472,"Golden brown Dining Table",$800,133
2473,"Turtle green Ottoman",$92.99,144
2474,"Gold Sleeper Sofa","$1,279.99",83
2475,"Shadow grey Storage Bench",$194.99,83
2476,"Sapphire End Table",$99.99,84
2477,"Fandango pink Sleeper Sofa","$1,279.99",214
2478,"Rose Reclining Loveseat","$1,023.99",107
2479,"Green Lizard Loveseat",$669.99,72
2480,"Flax Storage Bench",$194.99,57
2481,"Wild orchid Chaise Lounge",$235.99,80
2482,"Canary yellow Wardrobe",$719.99,201
2483,"Pink lavender Chaise Lounge",$235.99,39
2484,"Mellow apricot Plant Stand",$42.99,68
2485,"Pale cerulean Plant Stand",$42.99,162
2486,"Lavender blue Futon",$419.99,44
2487,"Lapis lazuli Reclining Sofa","$1,119.99",115
2488,"Khaki Dresser",$599.99,158
2489,"Chartreuse Bench",$114.99,210
2490,"Android green Headboard",$222.99,142
2491,"Mountbatten pink Sectional","$1,039.99",172
2492,"Sheen green Dining Table",$800,45
2493,"Shadow grey Futon",$419.99,26
2494,"Mellow apricot Dresser",$599.99,203
